id,name,name_jp,category,region,station,hours_confidence,reason,reason_detail,hours_raw_count,business_hours_key_count,closed_on_note,tabelog_url
ChIJjzzNY2TnAGARUgkc6rfI2f8,SINAE,SINAE,French,WEST,北浜駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,,https://tabelog.com/osaka/A2701/A270102/27132172/
ChIJ____D82gA2ARJSFvSPJTkJ8,SORCIERE,ソルシエール,French,EAST,一宮市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Thursdays,https://tabelog.com/aichi/A2302/A230201/23075505/
ChIJNfZWPQKTQTUR6F4F8_gHs7E,Syn,Syn,French,WEST,六本松駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Mondays,https://tabelog.com/fukuoka/A4001/A400105/40064406/
ChIJaUIDnWH3G2AROQ22I3-28Io,TSUSHIMI,TSUSHIMI,French,EAST,韮崎市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/yamanashi/A1902/A190202/19012518/
ChIJCXD9zuGLGGARmTFihu5NI9M,bistrosimba,ビストロ・シンバ,French,TOKYO,新富町駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,2,Mondays and Tuesdays (Not fixed),https://tabelog.com/tokyo/A1313/A131301/13186713/
ChIJI2ngTa-LGGARgphEHFJFzP0,jinen.,jinen.,French,TOKYO,神泉駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,1,"Sundays, Mondays, and public holidays",https://tabelog.com/tokyo/A1303/A130301/13263230/
ChIJTbEOPYfnRDURcKfycU0juwo,le sorcier,ル ソルシエ,French,WEST,周南市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/yamaguchi/A3505/A350501/35009481/
ChIJOYkjw-4pC18RGPau6e-qoMA,meli melo,meli melo,French,EAST,狸小路駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,2,,https://tabelog.com/hokkaido/A0101/A010102/1063472/
ChIJBXKmrFsJAWAROKB_TpdAvnA,middle,middle,French,WEST,北大路駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/kyoto/A2601/A260503/26037720/
ChIJV12NWLy9QzUR3ckglpfy-6M,restaurant takatsu,レストラン 高津,French,WEST,下関市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,2,Not fixed,https://tabelog.com/yamaguchi/A3502/A350201/35010129/
ChIJR5y7RGCFGWARo8V73Lxok4g,Chuo Tei,中央亭,Gyoza,餃子 百名店,沼津市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,1,Mondays and the third Tuesday of each month,https://tabelog.com/shizuoka/A2205/A220501/22039475/
ChIJewKjGDipA2ARNJ3xJyEGlwI,Gishu,岐州,Gyoza,餃子 百名店,岐阜市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Tuesdays,https://tabelog.com/gifu/A2101/A210101/21001121/
ChIJMQJIBobeGmARpxsu_epAFvc,Kiyo,きよ,Gyoza,餃子 百名店,浜松市中央区,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Tuesdays and Wednesdays,https://tabelog.com/shizuoka/A2202/A220201/22000103/
ChIJzTYUULpnH2ARbZbntl5AVTs,Koran,香蘭,Gyoza,餃子 百名店,宇都宮市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,1,Tuesdays (Open on some public holidays),https://tabelog.com/tochigi/A0901/A090101/9010705/
ChIJed4JcMdTUDURM61D_W_Bkl4,Dolce Hon Ten,ドルチェ 本店,Ice Cream & Gelato,アイス・ジェラート 百名店,尾道市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Open year-round,https://tabelog.com/hiroshima/A3406/A340603/34002088/
ChIJ-3eAc8WMGGARPeMJ1-AaLP4,Pan Chela Shinjuku Takashimaya Ten,パンチェーラ 新宿高島屋店,Ice Cream & Gelato,アイス・ジェラート 百名店,新宿駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,1,Not fixed (following Takashimaya's schedule),https://tabelog.com/tokyo/A1304/A130401/13004262/
ChIJS-KUcI1_ImARilIaSF256LY,Sakuma Ice Cream Kobo,佐久間あいすくりーむ工房,Ice Cream & Gelato,アイス・ジェラート 百名店,滝不動駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Until 17:00,https://tabelog.com/chiba/A1202/A120201/12001248/
ChIJw6XQMtzJ9F8RN4ijOAsL4hY,gelateria popolo.,gelateria popolo.,Ice Cream & Gelato,アイス・ジェラート 百名店,新潟市中央区,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Open year-round,https://tabelog.com/niigata/A1501/A150101/15001128/
ChIJ0zzDZgOfm18RYz478OS1Dmw,Al Centro,アルチェントロ,Italian,EAST,青森市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays  [Open on the day before public holidays],https://tabelog.com/aomori/A0201/A020101/2005075/
ChIJ2fW4GMspC18RNhdVEHVphpM,CUCINA ITALIANA MAGARI,マガーリ,Italian,EAST,西１５丁目駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Thursdays,https://tabelog.com/hokkaido/A0101/A010102/1057726/
ChIJp4casthwA2AR-VHHDmbAgDo,Centro,チェントロ,Italian,EAST,高岳駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/aichi/A2301/A230104/23083563/
ChIJAQB9TE0ZRzURgavwi6DTsHs,Cerca Trova,チェルカ トローヴァ,Italian,WEST,延岡市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,1,Sundays,https://tabelog.com/miyazaki/A4505/A450501/45003573/
ChIJJ6jgIHeLGGAR9w0Dko05MOs,DK,DK,Italian,TOKYO,外苑前駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays and Mondays,https://tabelog.com/tokyo/A1306/A130603/13278055/
ChIJD6SoBWHxGGARTFjrzh_mNUQ,Fiocchi,フィオッキ,Italian,TOKYO,祖師ケ谷大蔵駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Wednesdays,https://tabelog.com/tokyo/A1318/A131814/13003427/
ChIJOSnWCbPRHWARbRmMpFZM3ro,Fogliolina della Porta Fortuna,フォリオリーナ・デッラ・ポルタ・フォルトゥーナ,Italian,EAST,北佐久郡軽井沢町,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/nagano/A2003/A200301/20011920/
ChIJt-G4VBW3ODURjJQul2ir6PY,GIGLI,GIGLI,Italian,WEST,宮崎市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/miyazaki/A4501/A450101/45012006/
ChIJNfHrQUYJAWARPWwA2OX1Z8w,IL GARAGE,IL GARAGE,Italian,WEST,烏丸御池駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Wednesdays and occasionally on other days,https://tabelog.com/kyoto/A2601/A260202/26031986/
ChIJGxr4JjxcGGARmID1Ms3sh7A,INACASA,イナカーザ,Italian,EAST,神奈川駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays,https://tabelog.com/kanagawa/A1401/A140212/14070150/
ChIJ352M1O2kGWARP7nKF6rBIQU,Il Mare,イルマーレ,Italian,EAST,早川駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,2,"Mondays (Open on public holidays, closed the following day)",https://tabelog.com/kanagawa/A1409/A140901/14000188/
ChIJI_25k3fzAGARByLuH4XUGCU,Italian Ryori Imai,イタリア料理 今井,Italian,WEST,芦屋（阪神）駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,,https://tabelog.com/hyogo/A2803/A280302/28056034/
ChIJDXgaAe1xA2AR-S3N-BsI05Q,Japan no Italian Ryori Ten sai,日本のイタリア料理店 sai,Italian,EAST,鶴舞駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Wednesdays and Thursdays.,https://tabelog.com/aichi/A2301/A230105/23074938/
ChIJXbooTXCLGGARSYrOIbrYXyE,Kusabira,草片,Italian,TOKYO,広尾駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,1,Sundays and Mondays,https://tabelog.com/tokyo/A1307/A130703/13191105/
ChIJ6bmYZOnlTzURl7_uXABFaGQ,L'API,ラピ,Italian,WEST,伊予市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays,https://tabelog.com/ehime/A3801/A380103/38013130/
ChIJEdAvw4tgGGARuvTXI6hL27I,LA MARGHERITA,ワインレストラン ラ・マルゲリータ,Italian,TOKYO,雑色駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Mondays, Tuesdays, Thursdays, and Sundays",https://tabelog.com/tokyo/A1315/A131503/13193685/
ChIJ1SrZiURxA2ARHvEAius_it8,Lito,Lito,Italian,EAST,久屋大通駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays and not fixed,https://tabelog.com/aichi/A2301/A230103/23086626/
ChIJP2Beltt2A2ARCMIYoITaxbU,MEI,MEI,Italian,EAST,国際センター駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/aichi/A2301/A230101/23077616/
ChIJGZMR4O2jWjURBS4BwQCaesU,NICON,NICON,Italian,WEST,八丁堀駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/hiroshima/A3401/A340108/34027314/
ChIJ70kP21gNImAR1ckZrf6hiB0,Nonna Nietta,Nonna Nietta,Italian,EAST,つくば市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,4,Not fixed,https://tabelog.com/ibaraki/A0802/A080201/8025192/
ChIJyU9ZMBOLGGARoWaZfVL5ad0,PELLEGRINO,ペレグリーノ,Italian,TOKYO,広尾駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,,https://tabelog.com/tokyo/A1303/A130302/13072775/
ChIJ8TB22QSLGGARQ4fC_g5XKa8,Romantico,ロマンティコ,Italian,TOKYO,白金台駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Wednesdays,https://tabelog.com/tokyo/A1316/A131602/13021521/
ChIJodWD_ep3A2ARlv4A2rXz0U4,Shokudo chisan,食堂chisan,Italian,EAST,国際センター駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,3,,https://tabelog.com/aichi/A2301/A230101/23082768/
ChIJ5ZPrBeopC18R507P-TlGAVk::2,TAKAO,TAKAO,Italian,EAST,円山公園駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays,https://tabelog.com/hokkaido/A0101/A010105/1051245/
ChIJF3T82bmLGGARl6_arS4fWzg,TATSUMI,TATSUMI,Italian,TOKYO,白金台駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/tokyo/A1316/A131602/13266170/
ChIJkZOi1-3mAGARqlNsjGMWGQU,TOM Curiosa,トムクリオーザ,Italian,WEST,北新地駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,2,"Sundays, Mondays, and not fixed",https://tabelog.com/osaka/A2701/A270101/27135015/
ChIJg7-aO6L0GGARFpY0fXbogDg,Trattoria e Pizzeria L'ARTE,トラットリア ピッツェリア ラルテ,Italian,TOKYO,三軒茶屋駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,1,"Closed: 4th (Tue), 11th (Tue), 12th (Wed), 18th (Tue), 25th (Tue), 26th (Wed)",https://tabelog.com/tokyo/A1317/A131706/13128533/
ChIJkV2Q3FjzAGARv9rFWz56elk,Unfalo,アンファロ,Italian,WEST,芦屋（阪神）駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"For detailed business days, please check our Instagram.",https://tabelog.com/hyogo/A2803/A280302/28057165/
ChIJbdO2YIcIAWARhz-h0oecuVE,Vena,ヴェーナ,Italian,WEST,丸太町（京都市営）駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Wednesdays,https://tabelog.com/kyoto/A2601/A260202/26028480/
ChIJFUuB5U81B2ARkTWAg-CCMt4,Villa Aida,ヴィラ・アイーダ,Italian,WEST,岩出市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/wakayama/A3001/A300102/30000104/
ChIJd345966LGGARPQP5CtZ9F9w,WAJO,WAJO,Italian,TOKYO,代官山駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays and Mondays,https://tabelog.com/tokyo/A1303/A130303/13254957/
ChIJ_xpa6QjmCl8RuKZeLZuJzsQ,Yoichi SAGRA,余市SAGRA,Italian,EAST,余市郡余市町,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Tuesdays,https://tabelog.com/hokkaido/A0106/A010602/1057186/
ChIJAQDE7gCJGGARspMDyzqQ1_g,commedia,commedia,Italian,TOKYO,木場駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,2,"Sundays, Wednesdays, and Not fixed",https://tabelog.com/tokyo/A1313/A131303/13276923/
ChIJmcMgvj30nl8R75J9BbDE08I,enoteca La RICOLMA,エノテカ・ラ・リコルマ,Italian,EAST,函館市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/hokkaido/A0105/A010501/1002207/
ChIJ____j-nCj18Razv2uK6QpDY,f,f,Italian,EAST,秋田市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,,https://tabelog.com/akita/A0501/A050101/5009499/
ChIJ2wB3Nt9wA2ARUW3wo_TzrUI,il AOYAMA,イル アオヤマ,Italian,EAST,高岳駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/aichi/A2301/A230104/23087381/
ChIJU9S5iROEajURW8jD4LLFrRU,katecuore,katecuore,Italian,WEST,伊万里市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Please be aware that it may be difficult to reach us by phone.,https://tabelog.com/saga/A4102/A410202/41006295/
ChIJF7ckRhsJAWAR4RfB9jaYHt4,monk,monk,Italian,WEST,京都市左京区,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays and Mondays,https://tabelog.com/kyoto/A2601/A260302/26026737/
ChIJb4anndNqQDURMBP6uen-gOA,villa del nido,villa del nido,Italian,WEST,雲仙市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Tuesdays and Wednesdays,https://tabelog.com/nagasaki/A4203/A420301/42009254/
ChIJJW2DQcFFGGARUOBatjHjSdE,Kikuta,企久太,Izakaya,EAST,鎌倉駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,,https://tabelog.com/kanagawa/A1404/A140402/14004243/
ChIJVVXRUJeRQTURI2_PVcWcBv4,Kuwaman,九〇萬,Izakaya,WEST,渡辺通駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/fukuoka/A4001/A400103/40039962/
ChIJkX0WJ-eLGGARHS19UALgyPc,Nodoguro Senmon Ginza Nakamata,のどぐろ専門 銀座 中俣,Izakaya,EAST,東銀座駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"【November】3rd (Mon), 24th (Mon), every Sunday",https://tabelog.com/tokyo/A1301/A130101/13186922/
ChIJ49405C2LGGARcijau9UAPxE,SOWADO,創和堂,Izakaya,EAST,恵比寿駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Please check our reservation site for details.,https://tabelog.com/tokyo/A1303/A130302/13248516/
ChIJdcbMblmLGGARbcpOx_E_hhE,Sakai Shokai,酒井商会,Izakaya,EAST,渋谷駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Please check our reservation site for the latest updates on our closing days, as they are irregular.",https://tabelog.com/tokyo/A1303/A130301/13220751/
ChIJHRV7XKqMGGARj60Kvav-Q7k,Sanchokuya Taka,産直屋 たか,Izakaya,EAST,神泉駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,3,Sundays and Mondays (open on Sundays during long weekends). Other temporary closures may occur. Please call between 15:00 and 2:00.,https://tabelog.com/tokyo/A1303/A130301/13008327/
ChIJ45geZrEYWzUR8TcswIyU6R4,Tagosaku,田吾作,Izakaya,WEST,益田市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/shimane/A3204/A320401/32000325/
ChIJRXfZamdaBGARcs_p8DvaZ3Q,Tora Maru,虎丸,Izakaya,WEST,伊勢市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,*Obon holidays: August 13 (Wed) - August 16 (Sat)*,https://tabelog.com/mie/A2403/A240301/24000592/
ChIJZVWdsnDnAGARnuw9OGRdNUk,Wayoshusai Hide,和洋酒菜 ひで,Izakaya,WEST,心斎橋駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,1,Mondays,https://tabelog.com/osaka/A2701/A270201/27013057/
ChIJRd3EzYyMGGARd3l-0I2MNI8,Yorozuya Okagesan,萬屋 おかげさん,Izakaya,EAST,四谷三丁目駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Mondays, Sundays, and Public Holidays",https://tabelog.com/tokyo/A1309/A130903/13025617/
ChIJRQPgjwn6QzURQABdUYJxwcU,Aji Arai,味あら井,Japanese,WEST,中津市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays,https://tabelog.com/oita/A4404/A440401/44006115/
ChIJ4yKuk4iJGGARUJ5KWvjEoC4,Aji Yuki,味幸,Japanese,TOKYO,新富町駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays,https://tabelog.com/tokyo/A1313/A131301/13277529/
ChIJAQDksKGLGGAR9nN2zDvpJWo,Azabu Juban Fukuda,麻布十番 ふくだ,Japanese,TOKYO,麻布十番駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Not fixed (recent closures: November 5, 19, 24-26, 30)",https://tabelog.com/tokyo/A1307/A130702/13174951/
ChIJb4m11CdxA2ARs83TVDjZyFM,Chisouan Hijiri,馳走菴 ひじり,Japanese,EAST,高岳駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Mondays,https://tabelog.com/aichi/A2301/A230109/23001697/
ChIJ28VJ6RiLGGARGZqMx9Z8Ugc,Ginza Inaba,銀座 稲葉,Japanese,TOKYO,東銀座駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays,https://tabelog.com/tokyo/A1301/A130101/13259495/
ChIJfWmTv_2NGGARObiNI3xIl1I,Guchoku Ni,愚直に,Japanese,TOKYO,飯田橋駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Sundays, Mondays, public holidays, and during certain periods in early May, mid-August, and year-end & New Year holidays.",https://tabelog.com/tokyo/A1309/A130905/13251541/
ChIJYQNjpip3A2ARlc6Cb5W7nKk,Hanamaru Kichijitsu,華丸吉日,Japanese,EAST,矢場町駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,2,Mondays,https://tabelog.com/aichi/A2301/A230103/23077422/
ChIJkdnj5X6RQTURkYWf0VBi_zQ,Imoto,井本,Japanese,WEST,薬院大通駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"We are happy to accommodate your preferences, including allergies, dislikes, and religious dietary restrictions. For vegetarian guests, we can provide menus featuring organic ingredients.",https://tabelog.com/fukuoka/A4001/A400104/40040809/
ChIJLa-JA_lJGmARA6AQPJmbtlw,Japanese Cuisine Fuji,日本料理FUJI,Japanese,EAST,静岡市葵区,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Sundays, the third Monday of each month, and Wednesday afternoons",https://tabelog.com/shizuoka/A2201/A220101/22027669/
ChIJ9ZGgd_-nRjURdpqSWTIoO7I,Japanese cuisine Beppu Hirokado,日本料理 別府 廣門,Japanese,WEST,別府市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/oita/A4402/A440202/44012162/
ChIJed4kijROGGARqHhSU8WCg9Y,Japanese cuisine Koan,日本料理 幸庵,Japanese,EAST,藤沢駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed; please check our website for closure dates.,https://tabelog.com/kanagawa/A1404/A140404/14004298/
ChIJHR8RNuJoA2ARjWC-fYL6mmA,Japanese cuisine Ootake,日本料理 大竹,Japanese,EAST,瀬戸市,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Sundays,https://tabelog.com/aichi/A2303/A230302/23057731/
ChIJnaAq6hBxA2AR4dfgjnLa330,Japanese cuisine Takamitsu,日本料理 鷹光,Japanese,EAST,高岳駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/aichi/A2301/A230104/23086899/
ChIJa0WEW1qMGGARPztXG-uvYjI,Kagurazaka Ishikawa,神楽坂 石かわ,Japanese,TOKYO,牛込神楽坂駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Sundays, Mondays, and public holidays (with breaks in late March, mid-August, and during the year-end and New Year holidays)",https://tabelog.com/tokyo/A1309/A130905/13004079/
ChIJ4WnYMRCLGGARznWntLe9xEw,Kanjou,感情,Japanese,TOKYO,六本木駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,,https://tabelog.com/tokyo/A1307/A130701/13267945/
ChIJqfvZeunkAGAR_NKRUEtRPXE,Kashiwaya Osaka Senriyama,柏屋 大阪千里山,Japanese,WEST,関大前駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Sundays and public holidays (not fixed, please inquire)",https://tabelog.com/osaka/A2706/A270602/27001141/
ChIJn-qMGlGLGGARpRkn686CTY8,Kasumicho Yamagami,霞町 やまがみ,Japanese,TOKYO,広尾駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Mondays,https://tabelog.com/tokyo/A1307/A130703/13220317/
ChIJFUcx4lqMGGARwtK0H4S5y2o,Kimoto,紀茂登,Japanese,TOKYO,神楽坂駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Mondays, first and third Sundays",https://tabelog.com/tokyo/A1309/A130905/13226856/
ChIJHzapNvFFGGARdlqoiaHrqGU,Kitajima,鎌倉 北じま,Japanese,EAST,鎌倉駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/kanagawa/A1404/A140402/14083457/
ChIJq6o6XIgIAWARXiYCduy8dZc,Kiyama,木山,Japanese,WEST,丸太町（京都市営）駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/kyoto/A2601/A260202/26029017/
ChIJAUwMMWtxA2ARb7M99pD0vPg,Kojitsu,好日,Japanese,EAST,森下駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed,https://tabelog.com/aichi/A2301/A230110/23085579/
ChIJNayf2xRxA2ARdQ7-5ctFK3I,Kotowari o Hakaru Mise Bando,ことわりをはかるみせ ばんどう,Japanese,EAST,今池駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,Not fixed (Please check our exclusive reservation site for updates.),https://tabelog.com/aichi/A2301/A230106/23062836/
ChIJ92aNmOoHAWARSeVRcSkzqe0,Kyotenjin Noguchi,京天神 野口,Japanese,WEST,北野白梅町駅,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,,https://tabelog.com/kyoto/A2601/A260501/26018304/
ChIJJRsJItclWzURBR9UYhoXQTo,Mikadoya,美加登家,Japanese,WEST,鹿足郡津和野町,low,hours_raw_has_only_placeholder_entries,hours_raw contains only placeholder entries such as list_context=other with no day/time text.,1,0,"Every Monday, August 14 - 16",https://tabelog.com/shimane/A3204/A320402/32000061/
